experiment_name,plate,address,gene,treatment,SMILES,concentration,perturbation_type,cell_type,Compound,Compound_Category
compound-001,47,P22,,guanfacine,"NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl |c:7,10,12|",2.5,COMPOUND,HUVEC,guanfacine,adrenergic receptor agonist
compound-001,23,Y03,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,31,E33,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,16,P06,,nitrofurantoin,"[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O |c:5,t:3|",10.0,COMPOUND,HUVEC,nitrofurantoin,DNA inhibitor
compound-003,29,R28,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-002,3,Q05,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-002,10,C25,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,26,U23,,propranolol,"CC(C)NC[C@H](O)COC1=CC=CC2=CC=CC=C12 |&1:5,r,c:11,15,t:9,13,17|",2.5,COMPOUND,HUVEC,propranolol,adrenergic receptor antagonist
compound-004,17,R15,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,34,E43,,felodipine,"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC |c:5,10,16,19,t:14|",2.5,COMPOUND,HUVEC,felodipine,calcium channel blocker
compound-001,22,AC36,,oxymetazoline,"CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C |c:7,t:1,3,11|",10.0,COMPOUND,HUVEC,oxymetazoline,adrenergic receptor agonist
compound-004,2,G26,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,45,Z47,,setiptiline,"CN1CCC2=C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1 |c:4,8,11,14,16,19,21|",2.5,COMPOUND,HUVEC,setiptiline,adrenergic receptor antagonist
compound-004,36,D42,,abacavir hemisulfate,"NC1=NC(NC2CC2)=C2N=CN(C3C[C@H](CO)C=C3)C2=N1 |c:10,18,22,t:1,8|",2.5,COMPOUND,HUVEC,abacavir,nucleoside reverse transcriptase inhibitor
compound-003,11,O10,,asenapine,"[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1 |c:9,12,15,17,20,23|",10.0,COMPOUND,HUVEC,asenapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-002,15,P42,,estramustine,"[H][C@@]12CC[C@H](OP([O-])([O-])=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)N(CCCl)CCCl)C=C3 |c:17,37,t:25|",10.0,COMPOUND,HUVEC,estramustine,DNA alkylating agent
compound-003,22,T13,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,34,AD21,,formoterol,"COC1=CC=C(C[C@H](C)NC[C@@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1 |a:7,11,r,c:21,24,t:2,4,13,18|",10.0,COMPOUND,HUVEC,formoterol,adrenergic receptor agonist
compound-003,7,J28,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-002,13,J34,,estramustine,"[H][C@@]12CC[C@H](OP([O-])([O-])=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)N(CCCl)CCCl)C=C3 |c:17,37,t:25|",10.0,COMPOUND,HUVEC,estramustine,DNA alkylating agent
compound-002,8,Q07,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,13,Q33,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,11,B43,,metronidazole,"CC1=NC=C(N1CCO)[N+]([O-])=O |c:3,t:1|",2.5,COMPOUND,HUVEC,metronidazole,DNA inhibitor
compound-004,38,E20,,fenoterol,"CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1 |c:8,18,21,t:3,5,15|",10.0,COMPOUND,HUVEC,fenoterol,adrenergic receptor agonist
compound-001,43,W34,,timolol,"CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1 |c:13,t:10|",2.5,COMPOUND,HUVEC,timolol,adrenergic receptor antagonist
compound-003,4,P46,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,27,M34,,prednisone,"C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO |a:1,15,20,r,c:13,t:9|",2.5,COMPOUND,HUVEC,prednisone,glucocorticoid receptor agonist
compound-003,48,B42,,setiptiline,"CN1CCC2=C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1 |c:4,8,11,14,16,19,21|",10.0,COMPOUND,HUVEC,setiptiline,adrenergic receptor antagonist
compound-004,19,E46,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,18,F24,,diflunisal (no structure),"OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1 |c:3,6,8,11,17,t:14|",2.5,COMPOUND,HUVEC,diflunisal,prostanoid receptor antagonist
compound-003,24,K35,,clofoctol,"CC(C)(C)CC(C)(C)C1=CC(CC2=C(Cl)C=C(Cl)C=C2)=C(O)C=C1 |c:12,18,23,t:8,15,20|",2.5,COMPOUND,HUVEC,clofoctol,protein synthesis inhibitor
compound-003,3,B29,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,22,AA07,,ciclesonide,"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C |c:13,t:9|",2.5,COMPOUND,HUVEC,ciclesonide,glucocorticoid receptor agonist
compound-002,5,B44,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,35,V07,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,3,I36,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,7,AC47,,celecoxib,"CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F |c:3,5,10,16,18,t:1,8,14|",2.5,COMPOUND,HUVEC,celecoxib,cyclooxygenase inhibitor
compound-003,7,P38,,fenbendazole,"COC(=O)NC1=NC2=C(N1)C=C(SC1=CC=CC=C1)C=C2 |c:7,16,18,21,t:5,11,14|",10.0,COMPOUND,HUVEC,fenbendazole,tubulin polymerization inhibitor
compound-002,5,S42,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,40,C36,,pitavastatin,"O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O |a:1,3,r,c:7,14,19,21,24,t:9,11,17|",2.5,COMPOUND,HUVEC,pitavastatin,HMGCR inhibitor
compound-001,45,D43,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,19,L14,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,5,D29,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,25,AC31,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,11,P11,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,45,L32,,tedizolid,"CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O |a:21,r,c:2,4,9,11,14,17,19,t:7|",2.5,COMPOUND,HUVEC,tedizolid,bacterial 50S ribosomal subunit inhibitor
compound-001,3,AA08,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,44,H47,,loxapine,"CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2 |c:10,13,19,22,24,t:8,16|",2.5,COMPOUND,HUVEC,loxapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,45,T36,,triclabendazole,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|",2.5,COMPOUND,HUVEC,triclabendazole,microtubule inhibitor
compound-003,34,I27,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,46,T29,,timolol,"CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1 |c:13,t:10|",10.0,COMPOUND,HUVEC,timolol,adrenergic receptor antagonist
compound-001,30,W08,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,25,P31,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-002,14,AA30,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,34,V41,,ziprasidone,"ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2 |c:10,25,28,30,t:1,3,22|",10.0,COMPOUND,HUVEC,ziprasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,12,L37,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,48,L41,,estramustine,"C[C@]12CCC3C(CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)C1CC[C@@H]2O |a:1,27,r,c:8,11,23|",10.0,COMPOUND,HUVEC,estramustine,DNA alkylating agent
compound-002,9,C05,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,17,K39,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,22,AE43,,fenbufen (no structure),"OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1 |c:9,11,16,18,t:7,14|",2.5,COMPOUND,HUVEC,fenbufen,cyclooxygenase inhibitor
compound-001,27,Q13,,nimesulide,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|",10.0,COMPOUND,HUVEC,nimesulide,cyclooxygenase inhibitor
compound-001,28,H29,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,46,J39,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,23,J47,,pazufloxacin mesylate,"C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C1(N)CC1 |r,c:7,9,t:4,14|",10.0,COMPOUND,HUVEC,pazufloxacin,topoisomerase inhibitor
compound-003,8,AD12,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,35,AA07,,simvastatin,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|",2.5,COMPOUND,HUVEC,simvastatin,HMGCR inhibitor
compound-004,39,U28,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,31,AE16,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,41,W02,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,42,W46,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,22,I35,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,46,S20,,etravirine,"CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N |c:3,6,10,14,20,22,26,t:1,18|",10.0,COMPOUND,HUVEC,etravirine,non-nucleoside reverse transcriptase inhibitor
compound-004,26,E38,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,43,F32,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,20,W19,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,26,J30,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,21,K34,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,14,AB19,,clofibric acid,"CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O |c:9,t:4,6|",2.5,COMPOUND,HUVEC,clofibric-acid,PPAR receptor agonist
compound-001,24,Z06,,ritodrine,"CC(NCCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1 |c:10,20,t:5,7,15,17|",10.0,COMPOUND,HUVEC,ritodrine,adrenergic receptor agonist
compound-002,13,B19,,roxithromycin,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,2.5,COMPOUND,HUVEC,roxithromycin,bacterial 50S ribosomal subunit inhibitor
compound-003,8,AA34,,linezolid,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1 |c:24,t:12,14|",2.5,COMPOUND,HUVEC,linezolid,bacterial 50S ribosomal subunit inhibitor
compound-002,12,G35,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,30,D12,,prednisone,"C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO |a:1,15,20,r,c:13,t:9|",10.0,COMPOUND,HUVEC,prednisone,glucocorticoid receptor agonist
compound-003,25,M43,,formoterol,"COC1=CC=C(C[C@H](C)NC[C@@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1 |a:7,11,r,c:21,24,t:2,4,13,18|",10.0,COMPOUND,HUVEC,formoterol,adrenergic receptor agonist
compound-003,32,Q04,,simvastatin,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|",2.5,COMPOUND,HUVEC,simvastatin,HMGCR inhibitor
compound-001,35,I36,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,15,L45,,ketoprofen,"CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1 |c:7,9,16,18,t:5,14|",10.0,COMPOUND,HUVEC,ketoprofen,cyclooxygenase inhibitor
compound-004,34,B39,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,1,P14,,celecoxib,"CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F |c:3,5,10,16,18,t:1,8,14|",2.5,COMPOUND,HUVEC,celecoxib,cyclooxygenase inhibitor
compound-004,1,F34,,scio 469,"C[C@H]1CN([C@H](C)CN1CC1=CC=C(F)C=C1)C(=O)C1=C(Cl)C=C2N(C)C=C(C(=O)C(=O)N(C)C)C2=C1 |c:15,20,37,t:10,12,23,27|",2.5,COMPOUND,HUVEC,talmapimod,p38 MAPK inhibitor
compound-001,8,I16,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,6,T28,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,47,M05,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,3,E21,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,15,J17,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,11,Y39,,emtricitabine,"NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1 |c:6,t:1|",2.5,COMPOUND,HUVEC,emtricitabine,nucleoside reverse transcriptase inhibitor
compound-003,17,AD21,,penciclovir,"NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2 |c:5,17,t:1|",2.5,COMPOUND,HUVEC,penciclovir,DNA directed DNA polymerase inhibitor
compound-001,4,Z43,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,31,E37,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,16,O07,,sertindole,"FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=CC(Cl)=CC=C12 |c:3,5,30,t:1,9,27,32|",2.5,COMPOUND,HUVEC,sertindole,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,20,W21,,bezafibrate,"CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O |c:18,21,t:4,6,13,15|",10.0,COMPOUND,HUVEC,bezafibrate,PPAR receptor agonist
compound-001,36,U45,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,35,H18,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,35,R19,,ramatroban,"OC(=O)CCN1C2=C(C[C@@H](CC2)NS(=O)(=O)C2=CC=C(F)C=C2)C2=C1C=CC=C2 |a:9,r,c:22,25,28,30,t:6,17,19|",10.0,COMPOUND,HUVEC,ramatroban,prostanoid receptor antagonist
